Expressao,GrupoMultiplo,IndicaNaoOSC,SubGrupo,Motivo,Check
ASSOCIACAO DOS FORM,0,1,.,COMISSAO DE FORMATURA,
^ASSOCIACAO DE FORMATURA,0,1,.,COMISSAO DE FORMATURA,
^COMISSAO DE FORMAT\\.,0,1,.,COMISSAO DE FORMATURA,
^ASSOCIACAO DE FORMANDO,0,1,.,COMISSAO DE FORMATURA,
^COMISSAO DE FESTAS DOS FORMANDO,0,1,.,COMISSAO DE FORMATURA,
TURMA DE FORMANDOS,0,1,.,COMISSAO DE FORMATURA,
^ASSOC DE FORMAND,0,1,.,COMISSAO DE FORMATURA,
^COMISSAO DE F\\.DOS FORMANDO,0,1,.,COMISSAO DE FORMATURA,
^COMISSAO FUNDO FORMATURA,0,1,.,COMISSAO DE FORMATURA,
^FUNDO DE FORMATURA,0,1,.,COMISSAO DE FORMATURA,
COMISSAO,55,1,1,COMISSAO DE FORMATURA,
^ASS,55,1,1,COMISSAO DE FORMATURA,
ASSOC,55,1,1,COMISSAO DE FORMATURA,
 FORMAND,55,1,2,COMISSAO DE FORMATURA,
FORMATURA,55,1,2,COMISSAO DE FORMATURA,
COMISSAO,56,1,1,COMISSAO DE FORMATURA,
^ASS,56,1,1,COMISSAO DE FORMATURA,
ASSOC,56,1,1,COMISSAO DE FORMATURA,
FORMAND,56,1,2,COMISSAO DE FORMATURA,
FORMATURA,56,1,2,COMISSAO DE FORMATURA,
GREMIO RECREATIVO,56,0,.,COMISSAO DE FORMATURA,
^ASSEMBLEIA DE DEUS,56,0,.,COMISSAO DE FORMATURA,
CASA DE BARRO,56,0,.,COMISSAO DE FORMATURA,
COWBOYS,56,0,.,COMISSAO DE FORMATURA,
CULTURA E ESPORTE,56,0,.,COMISSAO DE FORMATURA,
EMPRESA,56,0,.,COMISSAO DE FORMATURA,
PRODUTORA,56,0,.,COMISSAO DE FORMATURA,
DESPORTIVA,56,0,.,COMISSAO DE FORMATURA,
ASJAD,56,0,.,COMISSAO DE FORMATURA,
MORADORES,56,0,.,COMISSAO DE FORMATURA,
CIDADAO,56,0,.,COMISSAO DE FORMATURA,
CAMPEOES,56,0,.,COMISSAO DE FORMATURA,
^A\\.L PEREIRA,57,1,1,COMISSAO DE FORMATURA,
^ADALSIDNEI,57,1,1,COMISSAO DE FORMATURA,
^ADILSON,57,1,1,COMISSAO DE FORMATURA,
^ADRIANA,57,1,1,COMISSAO DE FORMATURA,
^AGORA VAI,57,1,1,COMISSAO DE FORMATURA,
^AILF CLARO,57,1,1,COMISSAO DE FORMATURA,
^ALANA,57,1,1,COMISSAO DE FORMATURA,
^ALCIMARA,57,1,1,COMISSAO DE FORMATURA,
^ALEXANDR,57,1,1,COMISSAO DE FORMATURA,
^ALEXSANDRO,57,1,1,COMISSAO DE FORMATURA,
^ALICE,57,1,1,COMISSAO DE FORMATURA,
^ALINE,57,1,1,COMISSAO DE FORMATURA,
^AMANDA,57,1,1,COMISSAO DE FORMATURA,
^ANA,57,1,1,COMISSAO DE FORMATURA,
^ANA-,57,1,1,COMISSAO DE FORMATURA,
^ANA\\.,57,1,1,COMISSAO DE FORMATURA,
^ANAELISA,57,1,1,COMISSAO DE FORMATURA,
^ANANDA,57,1,1,COMISSAO DE FORMATURA,
^ANAPAULA,57,1,1,COMISSAO DE FORMATURA,
^ANDERSON,57,1,1,COMISSAO DE FORMATURA,
^ANDRE-,57,1,1,COMISSAO DE FORMATURA,
^ANDRE\\.,57,1,1,COMISSAO DE FORMATURA,
^ANDREA,57,1,1,COMISSAO DE FORMATURA,
^ANDRESA,57,1,1,COMISSAO DE FORMATURA,
^ANDRESSA,57,1,1,COMISSAO DE FORMATURA,
^ANEICY,57,1,1,COMISSAO DE FORMATURA,
^ANGELICA,57,1,1,COMISSAO DE FORMATURA,
^ANICE,57,1,1,COMISSAO DE FORMATURA,
^ANNA,57,1,1,COMISSAO DE FORMATURA,
^ANTES TARDE,57,1,1,COMISSAO DE FORMATURA,
^ANTONIA,57,1,1,COMISSAO DE FORMATURA,
^ANTONIO,57,1,1,COMISSAO DE FORMATURA,
^APARECIDA,57,1,1,COMISSAO DE FORMATURA,
^ARISTIDES,57,1,1,COMISSAO DE FORMATURA,
^ARQ,57,1,1,COMISSAO DE FORMATURA,
^ARTHUR,57,1,1,COMISSAO DE FORMATURA,
^ARYANE,57,1,1,COMISSAO DE FORMATURA,
^BARBARA,57,1,1,COMISSAO DE FORMATURA,
^BEATRIZ,57,1,1,COMISSAO DE FORMATURA,
^BERNARDO,57,1,1,COMISSAO DE FORMATURA,
^BETT,57,1,1,COMISSAO DE FORMATURA,
^BETANIA,57,1,1,COMISSAO DE FORMATURA,
^BIANCA,57,1,1,COMISSAO DE FORMATURA,
^BIBIANA,57,1,1,COMISSAO DE FORMATURA,
^BIO,57,1,1,COMISSAO DE FORMATURA,
^BRENO,57,1,1,COMISSAO DE FORMATURA,
^BRUCE,57,1,1,COMISSAO DE FORMATURA,
^BRUNA,57,1,1,COMISSAO DE FORMATURA,
^BRUNN,57,1,1,COMISSAO DE FORMATURA,
^BRUNO,57,1,1,COMISSAO DE FORMATURA,
^CAIO,57,1,1,COMISSAO DE FORMATURA,
^CAMILA,57,1,1,COMISSAO DE FORMATURA,
^CAMILLA,57,1,1,COMISSAO DE FORMATURA,
^CAMILO,57,1,1,COMISSAO DE FORMATURA,
^CARLA,57,1,1,COMISSAO DE FORMATURA,
^CARLOS,57,1,1,COMISSAO DE FORMATURA,
^CAROL,57,1,1,COMISSAO DE FORMATURA,
^CATHARINA,57,1,1,COMISSAO DE FORMATURA,
^CATIA,57,1,1,COMISSAO DE FORMATURA,
^CECILIA,57,1,1,COMISSAO DE FORMATURA,
^CENIRA,57,1,1,COMISSAO DE FORMATURA,
^CICERO,57,1,1,COMISSAO DE FORMATURA,
^CICILIA,57,1,1,COMISSAO DE FORMATURA,
^CID\\.,57,1,1,COMISSAO DE FORMATURA,
^CIENCIAS CONTA,57,1,1,COMISSAO DE FORMATURA,
^CILAS,57,1,1,COMISSAO DE FORMATURA,
^CINDY,57,1,1,COMISSAO DE FORMATURA,
^CINTIA,57,1,1,COMISSAO DE FORMATURA,
^CLARA,57,1,1,COMISSAO DE FORMATURA,
^CLAUD,57,1,1,COMISSAO DE FORMATURA,
^CLAUDIA,57,1,1,COMISSAO DE FORMATURA,
^CLEBSON,57,1,1,COMISSAO DE FORMATURA,
^CLEISSON,57,1,1,COMISSAO DE FORMATURA,
^CLEITON,57,1,1,COMISSAO DE FORMATURA,
^CONTABEIS,57,1,1,COMISSAO DE FORMATURA,
^CRISTIANE,57,1,1,COMISSAO DE FORMATURA,
^CYNTHIA,57,1,1,COMISSAO DE FORMATURA,
^DAIAN,57,1,1,COMISSAO DE FORMATURA,
^DALILA,57,1,1,COMISSAO DE FORMATURA,
^DANDARA,57,1,1,COMISSAO DE FORMATURA,
^DANDHARA,57,1,1,COMISSAO DE FORMATURA,
^DANIEL,57,1,1,COMISSAO DE FORMATURA,
^DANILO,57,1,1,COMISSAO DE FORMATURA,
^DAVI,57,1,1,COMISSAO DE FORMATURA,
^DAYANA,57,1,1,COMISSAO DE FORMATURA,
^DEBORA,57,1,1,COMISSAO DE FORMATURA,
^DENISE,57,1,1,COMISSAO DE FORMATURA,
^DEREC,57,1,1,COMISSAO DE FORMATURA,
^DEREK,57,1,1,COMISSAO DE FORMATURA,
^DESIGN,57,1,1,COMISSAO DE FORMATURA,
^DHARIELY,57,1,1,COMISSAO DE FORMATURA,
^DIANA,57,1,1,COMISSAO DE FORMATURA,
^DIEGO,57,1,1,COMISSAO DE FORMATURA,
^DILLIANY,57,1,1,COMISSAO DE FORMATURA,
^DILMA,57,1,1,COMISSAO DE FORMATURA,
^DIONISIO,57,1,1,COMISSAO DE FORMATURA,
^DIREITO,57,1,1,COMISSAO DE FORMATURA,
^DOUGLAS,57,1,1,COMISSAO DE FORMATURA,
^E M SILVEIRA,57,1,1,COMISSAO DE FORMATURA,
^ECONOMIA,57,1,1,COMISSAO DE FORMATURA,
^ED FISICA,57,1,1,COMISSAO DE FORMATURA,
^ED\\. FISICA,57,1,1,COMISSAO DE FORMATURA,
^EDER,57,1,1,COMISSAO DE FORMATURA,
^EDUARDA,57,1,1,COMISSAO DE FORMATURA,
^EDUARDO,57,1,1,COMISSAO DE FORMATURA,
^EDUCACAO,57,1,1,COMISSAO DE FORMATURA,
^EISENHOWER,57,1,1,COMISSAO DE FORMATURA,
^ELAINE,57,1,1,COMISSAO DE FORMATURA,
^ELIANE,57,1,1,COMISSAO DE FORMATURA,
^ELISA,57,1,1,COMISSAO DE FORMATURA,
^ELISSANDER,57,1,1,COMISSAO DE FORMATURA,
^ELIZANE,57,1,1,COMISSAO DE FORMATURA,
^ELTON,57,1,1,COMISSAO DE FORMATURA,
^EMANUEL,57,1,1,COMISSAO DE FORMATURA,
^EMILLYN,57,1,1,COMISSAO DE FORMATURA,
^EMILY,57,1,1,COMISSAO DE FORMATURA,
^ENDIREITA,57,1,1,COMISSAO DE FORMATURA,
^ENF,57,1,1,COMISSAO DE FORMATURA,
^ENFERMAGEM,57,1,1,COMISSAO DE FORMATURA,
^ENG,57,1,1,COMISSAO DE FORMATURA,
^ENG-,57,1,1,COMISSAO DE FORMATURA,
^ENG\\.,57,1,1,COMISSAO DE FORMATURA,
^ENGENHARIA,57,1,1,COMISSAO DE FORMATURA,
^ENNIO,57,1,1,COMISSAO DE FORMATURA,
^ERICA,57,1,1,COMISSAO DE FORMATURA,
^ERIKA,57,1,1,COMISSAO DE FORMATURA,
^ESTER,57,1,1,COMISSAO DE FORMATURA,
^ESTETICA,57,1,1,COMISSAO DE FORMATURA,
^ESTHER,57,1,1,COMISSAO DE FORMATURA,
^EVANDSON,57,1,1,COMISSAO DE FORMATURA,
^EVANYA,57,1,1,COMISSAO DE FORMATURA,
^FABIAN,57,1,1,COMISSAO DE FORMATURA,
^FABIO,57,1,1,COMISSAO DE FORMATURA,
^FARMA,57,1,1,COMISSAO DE FORMATURA,
^FELIPE,57,1,1,COMISSAO DE FORMATURA,
^FELIPPE,57,1,1,COMISSAO DE FORMATURA,
^FERNANDA,57,1,1,COMISSAO DE FORMATURA,
^FERNANDO,57,1,1,COMISSAO DE FORMATURA,
^FISICA,57,1,1,COMISSAO DE FORMATURA,
^FISIO,57,1,1,COMISSAO DE FORMATURA,
^FLAVIA,57,1,1,COMISSAO DE FORMATURA,
^FLAVIO,57,1,1,COMISSAO DE FORMATURA,
^FONO,57,1,1,COMISSAO DE FORMATURA,
^FORM,57,1,1,COMISSAO DE FORMATURA,
FORMANDOS 1O\\.SEMESTRE,57,1,1,COMISSAO DE FORMATURA,
^FRANCESCA,57,1,1,COMISSAO DE FORMATURA,
^FRANCIEL,57,1,1,COMISSAO DE FORMATURA,
^FRANCISCA,57,1,1,COMISSAO DE FORMATURA,
^FRANCISCA\\.,57,1,1,COMISSAO DE FORMATURA,
^FRANCISCO,57,1,1,COMISSAO DE FORMATURA,
^FRANCISMAR,57,1,1,COMISSAO DE FORMATURA,
^FRANCO,57,1,1,COMISSAO DE FORMATURA,
^FRANCYS,57,1,1,COMISSAO DE FORMATURA,
^FREDERIC,57,1,1,COMISSAO DE FORMATURA,
^GABRIEL,57,1,1,COMISSAO DE FORMATURA,
^GERALDO,57,1,1,COMISSAO DE FORMATURA,
^GESSICA,57,1,1,COMISSAO DE FORMATURA,
^GILDAZIO,57,1,1,COMISSAO DE FORMATURA,
^GIOVAN,57,1,1,COMISSAO DE FORMATURA,
^GISLAYNE,57,1,1,COMISSAO DE FORMATURA,
^GIULIA,57,1,1,COMISSAO DE FORMATURA,
^GIULLIANO,57,1,1,COMISSAO DE FORMATURA,
^GLAUCIA,57,1,1,COMISSAO DE FORMATURA,
^GRAZI,57,1,1,COMISSAO DE FORMATURA,
^GUILHERME,57,1,1,COMISSAO DE FORMATURA,
^GUSTAVO,57,1,1,COMISSAO DE FORMATURA,
^HELENITA,57,1,1,COMISSAO DE FORMATURA,
^HELOISA,57,1,1,COMISSAO DE FORMATURA,
^HELOIZA,57,1,1,COMISSAO DE FORMATURA,
^HENRIQUE,57,1,1,COMISSAO DE FORMATURA,
^HERALDO,57,1,1,COMISSAO DE FORMATURA,
^HIGOR,57,1,1,COMISSAO DE FORMATURA,
^HILDEBRANDO,57,1,1,COMISSAO DE FORMATURA,
^HISTO,57,1,1,COMISSAO DE FORMATURA,
^HUGO,57,1,1,COMISSAO DE FORMATURA,
^IAGO,57,1,1,COMISSAO DE FORMATURA,
^IAN,57,1,1,COMISSAO DE FORMATURA,
^IGOR,57,1,1,COMISSAO DE FORMATURA,
^ILZA,57,1,1,COMISSAO DE FORMATURA,
^ISAAC,57,1,1,COMISSAO DE FORMATURA,
^ISABEL,57,1,1,COMISSAO DE FORMATURA,
^ISADORA,57,1,1,COMISSAO DE FORMATURA,
^ISMAEL,57,1,1,COMISSAO DE FORMATURA,
^ITALO,57,1,1,COMISSAO DE FORMATURA,
^IURI,57,1,1,COMISSAO DE FORMATURA,
^IVA,57,1,1,COMISSAO DE FORMATURA,
^IZABELA,57,1,1,COMISSAO DE FORMATURA,
^JACK,57,1,1,COMISSAO DE FORMATURA,
^JADE,57,1,1,COMISSAO DE FORMATURA,
^JAIDER,57,1,1,COMISSAO DE FORMATURA,
^JAIME,57,1,1,COMISSAO DE FORMATURA,
^JAISSA,57,1,1,COMISSAO DE FORMATURA,
^JAMILE,57,1,1,COMISSAO DE FORMATURA,
^JANAINA,57,1,1,COMISSAO DE FORMATURA,
^JAQUE,57,1,1,COMISSAO DE FORMATURA,
^JEANDRA,57,1,1,COMISSAO DE FORMATURA,
^JESSICA,57,1,1,COMISSAO DE FORMATURA,
^JHONNILO,57,1,1,COMISSAO DE FORMATURA,
^JOANA,57,1,1,COMISSAO DE FORMATURA,
^JOAO,57,1,1,COMISSAO DE FORMATURA,
^JOBERT,57,1,1,COMISSAO DE FORMATURA,
^JONATHAN,57,1,1,COMISSAO DE FORMATURA,
^JONNY,57,1,1,COMISSAO DE FORMATURA,
^JORDANA,57,1,1,COMISSAO DE FORMATURA,
^JORNAL,57,1,1,COMISSAO DE FORMATURA,
^JOSE,57,1,1,COMISSAO DE FORMATURA,
^JOSI,57,1,1,COMISSAO DE FORMATURA,
^JOYCE,57,1,1,COMISSAO DE FORMATURA,
^JULIA,57,1,1,COMISSAO DE FORMATURA,
^JULIE,57,1,1,COMISSAO DE FORMATURA,
^JULIO,57,1,1,COMISSAO DE FORMATURA,
^JULLIA,57,1,1,COMISSAO DE FORMATURA,
^JURIDICO,57,1,1,COMISSAO DE FORMATURA,
^JUSCELINO,57,1,1,COMISSAO DE FORMATURA,
^KAIO,57,1,1,COMISSAO DE FORMATURA,
^KAMIL,57,1,1,COMISSAO DE FORMATURA,
^KARE,57,1,1,COMISSAO DE FORMATURA,
^KARINA,57,1,1,COMISSAO DE FORMATURA,
^KARINE,57,1,1,COMISSAO DE FORMATURA,
 KARLA,57,1,1,COMISSAO DE FORMATURA,
^KAROL,57,1,1,COMISSAO DE FORMATURA,
^KATHERINE,57,1,1,COMISSAO DE FORMATURA,
^KATHLEEN,57,1,1,COMISSAO DE FORMATURA,
^KELLEN,57,1,1,COMISSAO DE FORMATURA,
^KENNETH,57,1,1,COMISSAO DE FORMATURA,
^KESIA,57,1,1,COMISSAO DE FORMATURA,
^KEYLA,57,1,1,COMISSAO DE FORMATURA,
^KEZIA,57,1,1,COMISSAO DE FORMATURA,
^KISSYLA,57,1,1,COMISSAO DE FORMATURA,
^KLAWS,57,1,1,COMISSAO DE FORMATURA,
^LAIS,57,1,1,COMISSAO DE FORMATURA,
^LAIZA,57,1,1,COMISSAO DE FORMATURA,
^LARA,57,1,1,COMISSAO DE FORMATURA,
^LARISSA,57,1,1,COMISSAO DE FORMATURA,
^LARYSSA,57,1,1,COMISSAO DE FORMATURA,
^LAURA,57,1,1,COMISSAO DE FORMATURA,
^LAUREN,57,1,1,COMISSAO DE FORMATURA,
^LAYLA,57,1,1,COMISSAO DE FORMATURA,
^LAYNA,57,1,1,COMISSAO DE FORMATURA,
^LEANDRO,57,1,1,COMISSAO DE FORMATURA,
^LEMUEL,57,1,1,COMISSAO DE FORMATURA,
^LEONARDA,57,1,1,COMISSAO DE FORMATURA,
^LEONARDO,57,1,1,COMISSAO DE FORMATURA,
^LEONE,57,1,1,COMISSAO DE FORMATURA,
^LETICIA,57,1,1,COMISSAO DE FORMATURA,
^LETRAS,57,1,1,COMISSAO DE FORMATURA,
^LIDIA,57,1,1,COMISSAO DE FORMATURA,
^LIGIA,57,1,1,COMISSAO DE FORMATURA,
^LIMA E ROCHA,57,1,1,COMISSAO DE FORMATURA,
^LISANDRA,57,1,1,COMISSAO DE FORMATURA,
^LISSANDRA,57,1,1,COMISSAO DE FORMATURA,
^LIVIA,57,1,1,COMISSAO DE FORMATURA,
^LIZ,57,1,1,COMISSAO DE FORMATURA,
^LOHAINY,57,1,1,COMISSAO DE FORMATURA,
^LORENA,57,1,1,COMISSAO DE FORMATURA,
^LORRANE,57,1,1,COMISSAO DE FORMATURA,
^LOURENE,57,1,1,COMISSAO DE FORMATURA,
^LUA,57,1,1,COMISSAO DE FORMATURA,
^LUCAS,57,1,1,COMISSAO DE FORMATURA,
^LUCIAN,57,1,1,COMISSAO DE FORMATURA,
^LUDIMILLA,57,1,1,COMISSAO DE FORMATURA,
^LUDMILA,57,1,1,COMISSAO DE FORMATURA,
^LUENA,57,1,1,COMISSAO DE FORMATURA,
^LUIS,57,1,1,COMISSAO DE FORMATURA,
^LUIZ,57,1,1,COMISSAO DE FORMATURA,
^LURIA,57,1,1,COMISSAO DE FORMATURA,
^LUXMAR,57,1,1,COMISSAO DE FORMATURA,
^LUZIA,57,1,1,COMISSAO DE FORMATURA,
^LUZIARI,57,1,1,COMISSAO DE FORMATURA,
^LUZITANIA,57,1,1,COMISSAO DE FORMATURA,
^LYZANDRA,57,1,1,COMISSAO DE FORMATURA,
^MACYLAINE,57,1,1,COMISSAO DE FORMATURA,
^MAHYARA,57,1,1,COMISSAO DE FORMATURA,
^MAIRA,57,1,1,COMISSAO DE FORMATURA,
^MAISA,57,1,1,COMISSAO DE FORMATURA,
^MANOEL,57,1,1,COMISSAO DE FORMATURA,
^MARCEL,57,1,1,COMISSAO DE FORMATURA,
^MARCELO,57,1,1,COMISSAO DE FORMATURA,
^MARCI,57,1,1,COMISSAO DE FORMATURA,
^MARCIA,57,1,1,COMISSAO DE FORMATURA,
^MARCO,57,1,1,COMISSAO DE FORMATURA,
^MARCUS,57,1,1,COMISSAO DE FORMATURA,
^MARIA,57,1,1,COMISSAO DE FORMATURA,
^MARIELLA,57,1,1,COMISSAO DE FORMATURA,
^MARILAINE,57,1,1,COMISSAO DE FORMATURA,
^MARILIA,57,1,1,COMISSAO DE FORMATURA,
^MARINA,57,1,1,COMISSAO DE FORMATURA,
^MARISTELA,57,1,1,COMISSAO DE FORMATURA,
^MATEUS,57,1,1,COMISSAO DE FORMATURA,
^MATHEUS,57,1,1,COMISSAO DE FORMATURA,
^MAURICELIO,57,1,1,COMISSAO DE FORMATURA,
^MAURICIO,57,1,1,COMISSAO DE FORMATURA,
^MAYARA,57,1,1,COMISSAO DE FORMATURA,
^MAYSA,57,1,1,COMISSAO DE FORMATURA,
^MEC,57,1,1,COMISSAO DE FORMATURA,
^MED,57,1,1,COMISSAO DE FORMATURA,
^MED-,57,1,1,COMISSAO DE FORMATURA,
^MEDICINA,57,1,1,COMISSAO DE FORMATURA,
^MEDVET,57,1,1,COMISSAO DE FORMATURA,
^MELISSA,57,1,1,COMISSAO DE FORMATURA,
^MELLORY,57,1,1,COMISSAO DE FORMATURA,
^MICAEL,57,1,1,COMISSAO DE FORMATURA,
^MICHELLE,57,1,1,COMISSAO DE FORMATURA,
^MIKAELLA,57,1,1,COMISSAO DE FORMATURA,
^MILEN,57,1,1,COMISSAO DE FORMATURA,
^MILLY,57,1,1,COMISSAO DE FORMATURA,
^MIRELLA,57,1,1,COMISSAO DE FORMATURA,
^MIRIANA,57,1,1,COMISSAO DE FORMATURA,
^MOACIR,57,1,1,COMISSAO DE FORMATURA,
^MOISES,57,1,1,COMISSAO DE FORMATURA,
^MONIQUE,57,1,1,COMISSAO DE FORMATURA,
^MURILO,57,1,1,COMISSAO DE FORMATURA,
^MUSICA,57,1,1,COMISSAO DE FORMATURA,
^MYLENA,57,1,1,COMISSAO DE FORMATURA,
^NAHANE,57,1,1,COMISSAO DE FORMATURA,
^NASARE,57,1,1,COMISSAO DE FORMATURA,
^NATALIA,57,1,1,COMISSAO DE FORMATURA,
^NATASHA,57,1,1,COMISSAO DE FORMATURA,
^NATHALIA,57,1,1,COMISSAO DE FORMATURA,
^NATHALYA,57,1,1,COMISSAO DE FORMATURA,
^NAYARA,57,1,1,COMISSAO DE FORMATURA,
^NELSON,57,1,1,COMISSAO DE FORMATURA,
^NEM FREUD EXPLICA,57,1,1,COMISSAO DE FORMATURA,
^NEYLA,57,1,1,COMISSAO DE FORMATURA,
^NICHOLAS,57,1,1,COMISSAO DE FORMATURA,
^NICOLE,57,1,1,COMISSAO DE FORMATURA,
^NICOLLE,57,1,1,COMISSAO DE FORMATURA,
^NILCE,57,1,1,COMISSAO DE FORMATURA,
^NILSON,57,1,1,COMISSAO DE FORMATURA,
^NORMELINO,57,1,1,COMISSAO DE FORMATURA,
^NUTRI,57,1,1,COMISSAO DE FORMATURA,
^ODONTO,57,1,1,COMISSAO DE FORMATURA,
^OHANNA,57,1,1,COMISSAO DE FORMATURA,
^OS MAIS NOVOS MEDICOS,57,1,1,COMISSAO DE FORMATURA,
^OSVALDO,57,1,1,COMISSAO DE FORMATURA,
^OTAVIO,57,1,1,COMISSAO DE FORMATURA,
^PABLO,57,1,1,COMISSAO DE FORMATURA,
^PAMEL,57,1,1,COMISSAO DE FORMATURA,
^PAOLA,57,1,1,COMISSAO DE FORMATURA,
^PATRICIA,57,1,1,COMISSAO DE FORMATURA,
^PATRICK,57,1,1,COMISSAO DE FORMATURA,
^PAULA,57,1,1,COMISSAO DE FORMATURA,
^PAULLA,57,1,1,COMISSAO DE FORMATURA,
^PAULO,57,1,1,COMISSAO DE FORMATURA,
^PED,57,1,1,COMISSAO DE FORMATURA,
^PEDAGO,57,1,1,COMISSAO DE FORMATURA,
^PEDRO,57,1,1,COMISSAO DE FORMATURA,
^PHARMA,57,1,1,COMISSAO DE FORMATURA,
^PIRAGOGOS,57,1,1,COMISSAO DE FORMATURA,
^POLLYANA,57,1,1,COMISSAO DE FORMATURA,
^PRISCILA,57,1,1,COMISSAO DE FORMATURA,
^PRISCYLA,57,1,1,COMISSAO DE FORMATURA,
^PRODUCAO,57,1,1,COMISSAO DE FORMATURA,
^PROFISSIONAIS,57,1,1,COMISSAO DE FORMATURA,
^PSICO,57,1,1,COMISSAO DE FORMATURA,
^PSIQUE,57,1,1,COMISSAO DE FORMATURA,
^QUEM SABE FAZ DIREITO,57,1,1,COMISSAO DE FORMATURA,
^R ELIZEANEA,57,1,1,COMISSAO DE FORMATURA,
^RACHEL,57,1,1,COMISSAO DE FORMATURA,
^RAFAEL,57,1,1,COMISSAO DE FORMATURA,
^RAISSA,57,1,1,COMISSAO DE FORMATURA,
^RAMON,57,1,1,COMISSAO DE FORMATURA,
^RANAM,57,1,1,COMISSAO DE FORMATURA,
^RANIELLA,57,1,1,COMISSAO DE FORMATURA,
^RAPHAELA,57,1,1,COMISSAO DE FORMATURA,
^RAQUEL,57,1,1,COMISSAO DE FORMATURA,
^RAUL,57,1,1,COMISSAO DE FORMATURA,
^RAYAN,57,1,1,COMISSAO DE FORMATURA,
^RAYLA,57,1,1,COMISSAO DE FORMATURA,
^RAYSA,57,1,1,COMISSAO DE FORMATURA,
^REBEC,57,1,1,COMISSAO DE FORMATURA,
^RENAN,57,1,1,COMISSAO DE FORMATURA,
^RENAT,57,1,1,COMISSAO DE FORMATURA,
^ROBERSON,57,1,1,COMISSAO DE FORMATURA,
^ROBERTO,57,1,1,COMISSAO DE FORMATURA,
^RODRIGO,57,1,1,COMISSAO DE FORMATURA,
^ROGERIO,57,1,1,COMISSAO DE FORMATURA,
^ROMILDO,57,1,1,COMISSAO DE FORMATURA,
^ROMUALDO,57,1,1,COMISSAO DE FORMATURA,
^ROMULO,57,1,1,COMISSAO DE FORMATURA,
^RONDINELI,57,1,1,COMISSAO DE FORMATURA,
^RONYELSEN,57,1,1,COMISSAO DE FORMATURA,
^ROSEMBERG,57,1,1,COMISSAO DE FORMATURA,
^ROSIWINNY,57,1,1,COMISSAO DE FORMATURA,
^SABRINA,57,1,1,COMISSAO DE FORMATURA,
^SAHRA,57,1,1,COMISSAO DE FORMATURA,
^SALEZIO,57,1,1,COMISSAO DE FORMATURA,
^SALIM,57,1,1,COMISSAO DE FORMATURA,
^SAMARA,57,1,1,COMISSAO DE FORMATURA,
^SAMILA,57,1,1,COMISSAO DE FORMATURA,
^SAMUEL,57,1,1,COMISSAO DE FORMATURA,
^SAMYLA,57,1,1,COMISSAO DE FORMATURA,
^SANDRA,57,1,1,COMISSAO DE FORMATURA,
^SANDRO,57,1,1,COMISSAO DE FORMATURA,
^SARA,57,1,1,COMISSAO DE FORMATURA,
^SC FERNANDES,57,1,1,COMISSAO DE FORMATURA,
^SEBASTIAO,57,1,1,COMISSAO DE FORMATURA,
^SELEM,57,1,1,COMISSAO DE FORMATURA,
^SERGIO,57,1,1,COMISSAO DE FORMATURA,
^SERVICO DE ASSISTENCIA SOCIAL,57,1,1,COMISSAO DE FORMATURA,
^SERVICO SOCIAL,57,1,1,COMISSAO DE FORMATURA,
^SHAIANA,57,1,1,COMISSAO DE FORMATURA,
^SHEILA,57,1,1,COMISSAO DE FORMATURA,
^SHIRLEY,57,1,1,COMISSAO DE FORMATURA,
^SIDINEI,57,1,1,COMISSAO DE FORMATURA,
^SILMARA,57,1,1,COMISSAO DE FORMATURA,
^SILVESTRE,57,1,1,COMISSAO DE FORMATURA,
^SIMONE,57,1,1,COMISSAO DE FORMATURA,
^SOFIA,57,1,1,COMISSAO DE FORMATURA,
^STEFANY,57,1,1,COMISSAO DE FORMATURA,
^STELA,57,1,1,COMISSAO DE FORMATURA,
^STELLA,57,1,1,COMISSAO DE FORMATURA,
^STEPHANI,57,1,1,COMISSAO DE FORMATURA,
^STHEPHANIE,57,1,1,COMISSAO DE FORMATURA,
^SUELI,57,1,1,COMISSAO DE FORMATURA,
^SUELLEM,57,1,1,COMISSAO DE FORMATURA,
^SUMAYA,57,1,1,COMISSAO DE FORMATURA,
^SUZIE,57,1,1,COMISSAO DE FORMATURA,
^TADEU,57,1,1,COMISSAO DE FORMATURA,
^TAILA,57,1,1,COMISSAO DE FORMATURA,
^TAILIZE,57,1,1,COMISSAO DE FORMATURA,
^TAINA,57,1,1,COMISSAO DE FORMATURA,
^TAIS,57,1,1,COMISSAO DE FORMATURA,
^TALITA,57,1,1,COMISSAO DE FORMATURA,
^TAMARA,57,1,1,COMISSAO DE FORMATURA,
^TAMIR,57,1,1,COMISSAO DE FORMATURA,
^TANIA,57,1,1,COMISSAO DE FORMATURA,
^TATIAN,57,1,1,COMISSAO DE FORMATURA,
^TATYANE,57,1,1,COMISSAO DE FORMATURA,
^TAWANY,57,1,1,COMISSAO DE FORMATURA,
^TAYANE,57,1,1,COMISSAO DE FORMATURA,
^TEODOMIRO,57,1,1,COMISSAO DE FORMATURA,
^TERAPIA OCUPACIONAL,57,1,1,COMISSAO DE FORMATURA,
^TEREZA,57,1,1,COMISSAO DE FORMATURA,
^THAILINY,57,1,1,COMISSAO DE FORMATURA,
^THAINA,57,1,1,COMISSAO DE FORMATURA,
^THAIRANE,57,1,1,COMISSAO DE FORMATURA,
